0 6.783151e-01 8.040179e-01
1 6.851858e-01 7.997851e-01
2 6.799990e-01 7.921576e-01
3 6.680956e-01 7.930713e-01
4 6.646414e-01 7.916410e-01
5 6.676285e-01 7.042745e-01
6 6.749328e-01 7.001988e-01
7 6.758156e-01 7.285543e-01
8 6.932947e-01 7.329021e-01
9 7.007146e-01 7.107401e-01
10 6.831070e-01 7.171173e-01
11 6.818930e-01 7.200912e-01
12 6.823667e-01 7.199296e-01
13 7.148200e-01 6.975235e-01
14 7.106771e-01 6.942178e-01
15 7.119345e-01 6.955675e-01
16 7.125849e-01 7.050634e-01
17 7.127285e-01 7.050095e-01
18 7.181362e-01 7.015021e-01
19 7.334241e-01 6.991244e-01
20 7.354589e-01 6.918832e-01
21 7.434184e-01 6.779121e-01
22 7.312337e-01 6.908819e-01
23 6.890698e-01 6.762633e-01
24 7.158866e-01 6.697947e-01
25 7.146940e-01 6.721231e-01
26 7.315601e-01 6.798270e-01
27 7.327414e-01 6.832751e-01
28 7.329852e-01 6.837777e-01
29 7.339568e-01 6.846237e-01
30 7.492694e-01 6.944307e-01
31 7.493062e-01 6.944336e-01
32 7.221036e-01 7.026524e-01
33 7.375482e-01 7.112238e-01
34 7.374435e-01 7.107865e-01
35 7.418304e-01 7.128165e-01
36 7.702384e-01 7.369092e-01
37 7.820836e-01 7.314732e-01
38 7.796488e-01 7.336050e-01
39 7.833863e-01 7.342962e-01
40 7.526409e-01 7.515541e-01
41 7.639721e-01 7.390323e-01
42 7.672108e-01 7.529731e-01
43 7.647118e-01 7.551633e-01
44 7.698811e-01 7.488224e-01
45 7.620958e-01 7.557514e-01
46 7.759826e-01 7.512773e-01
47 7.764944e-01 7.503500e-01
48 7.752701e-01 7.461863e-01
49 7.787301e-01 7.314255e-01
50 7.790859e-01 7.323557e-01
51 7.852805e-01 7.403150e-01
52 7.981249e-01 7.584819e-01
53 7.752983e-01 7.606079e-01
54 7.488271e-01 7.906279e-01
55 7.378035e-01 7.991712e-01
56 7.382098e-01 7.942569e-01
57 7.285383e-01 7.525643e-01
58 7.254009e-01 7.600296e-01
59 7.498734e-01 7.950281e-01
60 7.526493e-01 7.990276e-01
61 8.085638e-01 7.253778e-01
62 8.089672e-01 7.217088e-01
63 8.251735e-01 7.127847e-01
64 8.303497e-01 7.078961e-01
65 8.407014e-01 7.251919e-01
66 8.416844e-01 6.982633e-01
67 8.467111e-01 6.958834e-01
68 8.466339e-01 6.990716e-01
69 8.310597e-01 7.192991e-01
70 8.717441e-01 7.346200e-01
71 8.802596e-01 7.358889e-01
72 8.429243e-01 7.700665e-01
73 8.673129e-01 7.842990e-01
74 8.706251e-01 7.877092e-01
75 8.189830e-01 8.547126e-01
76 8.956117e-01 8.861057e-01
77 8.970505e-01 8.900868e-01
78 8.861471e-01 8.873602e-01
79 8.843739e-01 9.253054e-01
80 8.838389e-01 9.266902e-01
81 8.934698e-01 9.497004e-01
82 9.038487e-01 9.391039e-01
83 9.027220e-01 9.016095e-01
84 9.121394e-01 9.212375e-01
85 9.123971e-01 9.226678e-01
86 9.157468e-01 9.282551e-01
87 9.144030e-01 9.113360e-01
88 9.143761e-01 9.128944e-01
89 9.120917e-01 9.017190e-01
90 9.092764e-01 9.024893e-01
91 9.072195e-01 9.077311e-01
92 8.946998e-01 8.977127e-01
93 8.765464e-01 9.057437e-01
94 8.780372e-01 8.988243e-01
95 9.264713e-01 8.875355e-01
96 9.158544e-01 9.004751e-01
97 9.193972e-01 8.778302e-01
98 9.293331e-01 8.642962e-01
99 9.365237e-01 8.759762e-01
100 9.481772e-01 8.666227e-01
101 9.514534e-01 8.657072e-01
102 9.681386e-01 8.737751e-01
103 9.705384e-01 8.768589e-01
104 9.694559e-01 8.737701e-01
105 9.551065e-01 8.677645e-01
106 9.552144e-01 8.678594e-01
107 9.525464e-01 8.716137e-01
108 9.523698e-01 8.718934e-01
109 9.733811e-01 8.700870e-01
110 9.738438e-01 8.701633e-01
111 9.556964e-01 8.580540e-01
112 8.752141e-01 8.724418e-01
113 8.783333e-01 8.871773e-01
114 8.917707e-01 8.988585e-01
115 8.914937e-01 8.987393e-01
116 9.087260e-01 8.882383e-01
117 8.882340e-01 8.942016e-01
118 9.126829e-01 9.967433e-01
119 9.283932e-01 9.976585e-01
120 9.315035e-01 9.911735e-01
121 9.463401e-01 9.970731e-01
122 9.359323e-01 9.843224e-01
123 9.171676e-01 9.819851e-01
124 8.991045e-01 9.556858e-01
125 8.690166e-01 9.716344e-01
126 8.760874e-01 9.825819e-01
127 8.706499e-01 9.595690e-01
128 8.849396e-01 9.759761e-01
129 8.646916e-01 9.835578e-01
130 8.586017e-01 9.837962e-01
131 8.744600e-01 9.996575e-01
132 8.727471e-01 9.878712e-01
133 8.574679e-01 9.929598e-01
134 8.534273e-01 9.914820e-01
135 8.633628e-01 1.006158e+00
136 8.688086e-01 1.014482e+00
137 8.587207e-01 1.012876e+00
138 8.543851e-01 1.032970e+00
139 8.580190e-01 1.031988e+00
140 8.282387e-01 1.046269e+00
141 7.834295e-01 1.060843e+00
142 7.858219e-01 1.066414e+00
143 7.857741e-01 1.067428e+00
144 7.804886e-01 1.080937e+00
145 7.785253e-01 1.078496e+00
146 8.051683e-01 1.081311e+00
147 8.036669e-01 1.077617e+00
148 8.073027e-01 1.050639e+00
149 8.104573e-01 1.038712e+00
150 8.101756e-01 1.036977e+00
151 8.023911e-01 1.042026e+00
152 8.065117e-01 1.041651e+00
153 8.248497e-01 1.060840e+00
154 8.236178e-01 1.052666e+00
155 8.209695e-01 1.054338e+00
156 8.170514e-01 1.054942e+00
157 7.804773e-01 1.019356e+00
158 7.807101e-01 1.018996e+00
159 7.818395e-01 1.021340e+00
160 7.833393e-01 1.012638e+00
161 7.822501e-01 1.004503e+00
162 7.730068e-01 9.772005e-01
163 7.779439e-01 9.794664e-01
164 7.559244e-01 9.821912e-01
165 7.501335e-01 9.586712e-01
166 7.502774e-01 9.631091e-01
167 7.705314e-01 9.728081e-01
168 7.734206e-01 9.688452e-01
169 7.801119e-01 9.677601e-01
170 7.914979e-01 9.730907e-01
171 7.863284e-01 9.757441e-01
172 7.861788e-01 9.761214e-01
173 7.835421e-01 9.960092e-01
174 7.712335e-01 9.878935e-01
175 7.752439e-01 9.838508e-01
176 7.961944e-01 9.774840e-01
177 8.016687e-01 9.857479e-01
178 8.275331e-01 9.446772e-01
179 8.275067e-01 9.486711e-01
180 8.423395e-01 9.381110e-01
181 8.217851e-01 9.320366e-01
182 8.000078e-01 9.434717e-01
183 7.998968e-01 9.435212e-01
184 8.047811e-01 9.110220e-01
185 8.117720e-01 8.656853e-01
186 7.672129e-01 8.442293e-01
187 7.637181e-01 8.342692e-01
188 7.615019e-01 8.088761e-01
189 7.626787e-01 8.105690e-01
190 7.094426e-01 8.051157e-01
191 7.212964e-01 7.971157e-01
192 7.169669e-01 7.929643e-01
193 7.138751e-01 7.912270e-01
194 7.086715e-01 8.005754e-01
195 7.128187e-01 8.008576e-01
196 7.086784e-01 8.049721e-01
197 6.714766e-01 8.205616e-01
198 6.657608e-01 8.284209e-01
199 6.727191e-01 8.133149e-01
200 6.562193e-01 7.892971e-01
201 6.399990e-01 7.738070e-01
